topic,batch,topicsperbatch,keywords,vol,group,G10,G9,G8,G7,G6,G5,G4,G3,G2,G1
20,4,5,need|action|make|chang|save|leader|sta|elect|vital|brave,818,3,20,20,20,20,20,20,3,3,3,3
21,5,5,poll|right|address|feder|research|mari|#essenti|effo|robinson|amo,492,5,21,21,21,21,21,21,21,5,5,5
22,5,5,time|disc|need|now|new|polici|action|one|#eahho|scienc,1766,3,22,22,22,22,22,22,3,3,3,3
23,5,5,record|world|lose|heat|battl|show|febr|chief|weather|set,775,4,23,23,23,23,23,23,23,23,4,4
24,5,5,scientist|temperat|spike|#thori|risk|malcolm|shocker|denier|overdr|warn,953,24,24,24,24,24,24,24,24,24,24,24
25,5,5,#qanda|emiss|peopl|#greatbarrierreef|govern|coal|bleach|level|#coralbleach|rise,1013,2,25,25,25,25,25,25,25,13,2,2
26,6,5,#greatbarrierreef|coral|research|csiro|plan|devast|bleach|scienc|#gbr|#coralbleach,614,2,26,26,26,26,26,26,26,13,2,2
27,6,5,world|now|time|john|hewson|recess|face|record|financi|fear,857,1,27,27,27,27,27,27,27,1,1,1
28,6,5,scientist|warn|risk|repo|water|wors|worri|coalit|chang|deni,857,24,28,28,28,28,28,28,24,24,24,24
29,6,5,new|health|impact|coal|govt|#coal|talk|fact|good|today,1416,5,29,29,29,29,29,29,29,5,5,5
30,6,5,reef|great|barrier|danger|action|make|need|day|denier|destroy,1255,3,30,30,30,30,30,30,3,3,3,3
31,7,5,scientist|#greatbarrierreef|reef|now|impact|great|believ|barrier|world|bleach,1205,3,31,31,31,31,31,30,3,3,3,3
32,7,5,action|denier|nation|bill|effect|polici|call|lead|facebook|rog,1105,1,32,32,32,32,32,32,32,32,1,1
33,7,5,new|websit|rise|sea|level|home|reveal|swamp|peopl|#thedr,550,2,33,33,33,33,33,33,33,13,2,2
34,7,5,need|make|coal|care|give|chang|eah|mine|gay|regret,1063,5,34,34,34,34,34,34,34,5,5,5
35,7,5,scienc|brandi|polit|ind|big|tackl|settl|georg|year|real,1075,4,35,35,35,35,35,35,35,35,4,4
36,8,5,scientist|#greatbarrierreef|lnp|reef|one|vote|make|save|coral|barrier,1071,5,36,36,36,36,36,36,36,5,5,5
37,8,5,new|polici|labor|great|fight|job|govern|respons|anno|renew,855,1,37,37,37,37,37,37,37,1,1,1
38,8,5,action|real|plan|labor|invest|find|gro|deliv|pai|shoen,571,4,38,38,38,38,38,38,38,35,4,4
39,8,5,sign|pari|tackl|agreement|time|world|emiss|#parisagr|nation|scare,1434,39,39,39,39,39,39,39,39,39,39,39
40,8,5,scienc|#qanda|now|#eahday|coal|believ|talk|need|fiona|peopl,1067,3,40,40,40,40,40,12,3,3,3,3
41,9,5,time|bleach|great|reef|barrier|#greatbarrierreef|ineq|made|imposs|treas,550,3,41,41,41,41,41,30,3,3,3,3
42,9,5,scientist|peopl|one|weather|warm|fail|govt|sign|clear|environ,1124,2,42,42,42,42,42,42,42,42,2,2
43,9,5,action|polici|respons|labor|news|asyl|back|scare|campaign|pathet,1582,1,43,43,43,43,43,43,43,1,1,1
44,9,5,mention|major|total|zero|speech|scott|grow|grand|night|rich,582,5,44,44,44,44,44,44,44,44,44,5
45,9,5,new|ocean|clean|energi|address|threat|oxygen|#coal|sta|believ,1162,4,45,45,45,45,45,45,45,45,4,4
46,10,5,elect|carbon|repo|recommend|price|back|mandatori|held|left|presser,546,4,46,46,46,46,46,46,46,46,46,4
47,10,5,action|mention|real|govt|polici|fire|control|time|pai|big,1200,1,47,47,47,47,47,47,47,1,1,1
48,10,5,energi|#qanda|need|shoen|#notinthet|first|talk|renew|#greatbarrierreef|make,1787,5,48,48,48,48,48,48,48,5,5,5
49,10,5,coal|link|definit|greg|mine|minist|arg|adani|environ|#adani,673,2,49,49,49,49,49,49,49,49,2,2
50,10,5,govern|tackl|great|oper|barrier|reef|island|job|ref|wildfir,791,3,50,50,50,50,50,50,3,3,3,3
51,11,5,action|mention|peac|naomi|klein|prize|sydney|win|lack|criticis,802,2,51,51,51,51,51,51,51,51,2,2
52,11,5,coal|impact|answer|scott|morrison|transcript|scienc|power|temperat|csiro,778,4,52,52,52,52,52,52,52,52,4,4
53,11,5,#qanda|new|peopl|need|ignor|make|one|world|govern|act,1866,3,53,53,53,53,53,53,3,3,3,3
54,11,5,island|vote|polici|major|rise|five|sea|pacif|now|lost,1036,1,54,54,54,54,54,54,54,54,1,1
55,11,5,pass|mileston|back|cape|grim|aptli|real|dioxid|carbon|dither,516,5,55,55,55,55,55,55,55,55,5,5
56,12,5,action|need|record|impact|polici|pai|now|scienc|tackl|glacier,1880,3,56,56,56,56,56,22,3,3,3,3
57,12,5,new|peopl|world|bank|big|coal|scientist|talk|risk|project,1003,1,57,57,57,57,57,57,57,1,1,1
58,12,5,sta|year|barnabi|worri|joyc|greg|one|minist|face|dep,860,2,58,58,58,58,58,58,58,58,2,2
59,12,5,elect|save|great|iss|time|reef|work|central|tim|bad,641,4,59,59,59,59,59,59,59,59,4,4
60,12,5,threat|sec|nation|biggest|make|lnp|water|next|richard|live,613,5,60,60,60,60,60,60,60,60,5,5
61,13,5,#greatbarrierreef|world|censor|impact|#reefgat|reef|great|press|barrier|mention,1048,3,61,61,61,61,31,30,3,3,3,3
62,13,5,#qanda|need|major|action|malcolm|talk|iss|elect|mitig|effect,2346,1,62,62,62,62,62,62,62,1,1,1
63,13,5,repo|refer|soviet|strip|gov|scr|remov|excl|happen|concern,554,4,63,63,63,63,63,63,63,63,63,4
64,13,5,govern|intervent|scr|repo|wipe|deinal|led|coward|incred|orwel,722,5,64,64,64,64,64,64,64,64,5,5
65,13,5,deni|pai|exxon|#describethecoalit|warn|massiv|stand|spot|cost|barnabi,329,2,65,65,65,65,65,65,65,65,2,2
66,14,5,polici|#thedr|polit|labor|tackl|world|now|pai|posit|liber,1463,5,66,66,66,66,66,66,66,5,5,5
67,14,5,great|reef|barrier|need|govern|#greatbarrierreef|iss|bleach|scienc|impact,985,3,67,67,67,67,31,30,3,3,3,3
68,14,5,coal|cover|forest|fear|kakad|tasmania|address|red|#qanda|tweet,607,2,68,68,68,68,68,68,68,68,2,2
69,14,5,repo|risk|malcolm|scientist|dark|homeown|govt|warn|censor|prod,999,24,69,69,69,69,69,69,24,24,24,24
70,14,5,#leadersdeb|action|happen|real|commit|abbott|stand|plan|elect|job,944,1,70,70,70,70,70,70,70,1,1,1
71,15,5,action|#greatbarrierreef|vote|back|carbon|polici|malcolm|coal|act|make,1216,5,71,71,71,71,71,71,66,5,5,5
72,15,5,time|#sydneystorm|top|thank|#eastcoastlow|believ|sta|storm|scienc|save,842,4,72,72,72,72,72,72,72,72,4,4
73,15,5,sea|impact|weather|rise|level|barnabi|talk|joyc|#scienc|event,1311,2,73,73,73,73,73,73,73,13,2,2
74,15,5,home|island|tho|rememb|hope|waterfront|swim|lose|notic|demolit,397,1,74,74,74,74,74,74,74,74,74,1
75,15,5,plan|need|now|world|#qanda|coast|east|real|reef|risk,1233,3,75,75,75,75,75,75,3,3,3,3
76,16,5,new|#greatbarrierreef|time|#coal|world|lnp|protect|poll|stop|sta,855,4,76,76,76,76,76,76,76,45,4,4
77,16,5,coal|great|gro|biggest|dozen|compani|warn|barrier|news|read,706,1,77,77,77,77,77,77,77,1,1,1
78,16,5,need|reef|#qanda|real|ignor|action|greg|#climatefizza|work|ref,905,3,78,78,78,78,78,78,3,3,3,3
79,16,5,happen|storm|renew|victoria|good|home|lead|believ|caoon|energi,870,5,79,79,79,79,79,79,79,5,5,5
80,16,5,elect|scientist|polici|now|flood|plan|impact|year|disast|iss,1660,2,80,80,80,80,80,80,80,13,2,2
81,17,5,pai|real|elect|new|vote|malcolm|commit|plan|tackl|#leadersdeb,1169,1,81,81,81,81,81,70,70,1,1,1
82,17,5,#qanda|time|serio|polici|iss|one|coal|biggest|make|#coal,1492,5,82,82,82,82,82,82,82,5,5,5
83,17,5,scientist|emerg|record|show|warn|shatter|coral|complain|billboard|thank,530,4,83,83,83,83,83,83,83,23,4,4
84,17,5,action|reef|great|need|flood|barrier|world|impact|now|demand,1173,3,84,84,84,84,31,30,3,3,3,3
85,17,5,mammal|first|wipe|speci|extinct|rodent|case|declar|brambl|cay,634,2,85,85,85,85,85,85,85,85,85,2
86,18,5,john|hewson|coalit|nation|disgrac|acc|#climatefizza|former|leader|#lnpfail,680,2,86,86,86,86,86,86,86,86,86,2
87,18,5,action|call|strong|poll|real|find|level|highest|promin|choic,809,4,87,87,87,87,87,87,87,35,4,4
88,18,5,peopl|malcolm|iss|new|time|ralli|inact|elector|bay|impact,923,3,88,88,88,88,88,88,3,3,3,3
89,18,5,marriag|one|now|thing|act|extinct|threat|fail|first|right,754,1,89,89,89,89,89,89,89,1,1,1
90,18,5,vote|elect|need|pai|polici|labor|world|mention|scientist|tackl,1832,5,90,90,90,90,90,66,66,5,5,5
91,19,5,leadership|elect|lack|iss|red|hot|renew|big|#qanda|tragic,975,2,91,91,91,91,91,91,91,91,2,2
92,19,5,mention|one|nbn|press|posit|switch|believ|voter|man|ssm,449,5,92,92,92,92,92,92,92,92,92,5
93,19,5,action|vote|labor|real|green|stand|ref|lost|explain|late,977,1,93,93,93,93,93,93,93,1,1,1
94,19,5,peopl|thank|world|contin|hanson|thing|emiss|comm|impact|act,1818,4,94,94,94,94,94,94,94,35,4,4
95,19,5,new|polici|nation|malcolm|leader|denial|bodi|senat|robe|qld,781,3,95,95,95,95,95,95,3,3,3,3
96,20,5,new|great|energi|tackl|time|renew|denier|rise|victoria|record,1200,1,96,96,96,96,96,96,7,1,1,1
97,20,5,mangrov|big|iss|death|now|ind|fight|massiv|die|fossil,774,2,97,97,97,97,97,97,97,97,2,2
98,20,5,forest|make|polici|scientist|heatwav|elect|vote|kelp|act|destroy,857,5,98,98,98,98,98,98,66,5,5,5
99,20,5,world|believ|year|need|fish|qld|real|peopl|former|#webofdeni,1076,3,99,99,99,99,99,99,3,3,3,3
100,20,5,action|impact|scienc|polit|denial|#environ|good|eah|evid|call,1090,4,100,100,100,100,100,100,100,35,4,4
101,21,5,canavan|action|impact|world|matthew|cost|hot|trillion|work|commit,690,2,101,101,101,101,101,101,101,51,2,2
102,21,5,energi|real|coal|now|make|deni|one|great|believ|peopl,1364,3,102,102,102,102,102,102,3,3,3,3
103,21,5,new|minist|theresa|depa|kill|reso|appoint|meet|pander|worri,723,5,103,103,103,103,103,103,103,103,103,5
104,21,5,scienc|record|debat|blame|prod|fossil|temperat|price|stop|day,1367,4,104,104,104,104,104,104,104,104,4,4
105,21,5,need|health|threat|govern|#thedr|scientist|#qanda|nation|risk|time,856,1,105,105,105,105,105,105,105,1,1,1
106,22,5,one|new|nation|senat|year|state|data|polici|scientif|govern,684,1,106,106,106,106,106,106,106,1,1,1
107,22,5,#qanda|coal|now|deni|fight|stop|ind|anthrax|elect|arctic,1067,2,107,107,107,107,107,107,107,97,2,2
108,22,5,scienc|scientist|csiro|believ|time|great|real|risk|eah|make,1958,3,108,108,108,108,108,108,3,3,3,3
109,22,5,malcolm|robe|world|impact|evid|peopl|lie|right|save|carbon,943,5,109,109,109,109,109,109,109,109,5,5
110,22,5,record|play|environment|shatter|temperat|link|hail|head|hit|crisi,346,4,110,110,110,110,110,110,110,110,4,4
111,23,5,new|scienc|denier|polit|comm|impact|conspiraci|repo|predict|year,1411,4,111,111,111,111,111,111,111,35,4,4
112,23,5,nation|ref|kid|leav|bar|rot|pariah|threat|threaten|face,426,1,112,112,112,112,112,112,112,112,1,1
113,23,5,world|scientist|time|need|peopl|now|talk|first|believ|action,1621,3,113,113,113,113,113,12,3,3,3,3
114,23,5,#openingceremoni|make|open|ceremoni|rio|olymp|brazil|lect|statement|disc,826,2,114,114,114,114,114,114,114,114,114,2
115,23,5,malcolm|robe|one|senat|evid|demand|empir|mislead|denial|fact,715,5,115,115,115,115,115,115,109,109,5,5
116,24,5,robe|malcolm|peopl|deni|listen|tweet|nasa|head|real|explod,930,5,116,116,116,116,116,116,109,109,5,5
117,24,5,evid|denier|denial|empir|bring|respond|#malcolmrobe|face|live|show,776,4,117,117,117,117,117,117,117,117,4,4
118,24,5,#qanda|world|new|need|record|great|give|year|effect|hottest,1715,3,118,118,118,118,118,118,3,3,3,3
119,24,5,one|nation|blown|contin|target|exist|war|make|deni|danc,907,2,119,119,119,119,119,119,119,119,2,2
120,24,5,brian|cox|scientist|scienc|nation|explain|debat|one|physicist|senat,671,1,120,120,120,120,120,120,120,1,1,1
121,25,5,need|scientist|action|plan|real|happen|target|great|#coal|poll,1342,1,121,121,121,121,121,121,70,1,1,1
122,25,5,ind|impact|now|sta|research|tho|earlier|revol|fail|law,737,2,122,122,122,122,122,122,122,122,2,2
123,25,5,year|scienc|peopl|find|comm|show|planet|water|latest|thank,1175,4,123,123,123,123,123,123,123,35,4,4
124,25,5,nation|vote|one|time|villag|blame|alaskan|reloc|carbon|compani,1003,3,124,124,124,124,124,124,124,3,3,3
125,25,5,new|make|world|ice|differ|repo|arctic|sydney|melt|creat,739,5,125,125,125,125,125,125,125,5,5,5
126,26,5,dissent|member|david|plan|dog|latest|breakfast|effect|karoli|sign,447,1,126,126,126,126,126,126,126,126,1,1
127,26,5,china|ratifi|pari|agreement|world|time|obama|#parisagr|fight|real,883,39,127,127,127,127,127,39,39,39,39,39
128,26,5,coalit|board|flood|polici|advic|war|danger|scientist|beg|debat,537,2,128,128,128,128,128,128,128,13,2,2
129,26,5,repo|action|worst|find|polit|split|releas|minor|join|call,766,4,129,129,129,129,129,129,129,35,4,4
130,26,5,need|emiss|peopl|new|impact|now|coffe|make|denier|show,2365,3,130,130,130,130,130,130,3,3,3,3
131,27,5,comic|xkcd|move|explain|form|year|book|eah|threat|concern,612,4,131,131,131,131,131,131,131,131,131,4
132,27,5,chang|peopl|time|obama|temperat|dissent|trend|amaz|sign|scroll,716,1,132,132,132,132,132,132,132,132,1,1
133,27,5,action|one|polici|challeng|talk|great|nation|scienc|back|robe,1269,3,133,133,133,133,133,133,3,3,3,3
134,27,5,need|new|now|weather|tackl|power|scientist|extrem|pacif|link,1090,5,134,134,134,134,134,134,134,5,5,5
135,27,5,make|ocean|world|flood|believ|impact|today|conseq|call|warn,1312,2,135,135,135,135,135,135,135,135,2,2
136,28,5,scientist|nation|impact|polit|back|shrink|habitat|play|robe|csiro,908,5,136,136,136,136,136,136,136,109,5,5
137,28,5,world|show|leader|record|lead|repo|sec|sea|warn|#insid,906,4,137,137,137,137,137,137,137,23,4,4
138,28,5,need|great|risk|barrier|reef|death|depress|ghostli|carbon|stop,1155,3,138,138,138,138,138,138,3,3,3,3
139,28,5,action|new|chang|one|peopl|fight|talk|poll|real|govt,1029,1,139,139,139,139,139,139,139,1,1,1
140,28,5,believ|make|now|chines|hoax|time|#debatenight|creat|call|donald,1001,2,140,140,140,140,140,140,140,135,2,2
141,29,5,storm|first|job|tackl|protect|gov|minimis|#debatenight|donald|hit,638,1,141,141,141,141,141,141,141,141,141,1
142,29,5,farmer|believ|new|world|action|real|peopl|confront|malcolm|#scienc,1854,3,142,142,142,142,142,142,3,3,3,3
143,29,5,weather|extrem|renew|coal|res|event|make|direct|fire|scrap,735,5,143,143,143,143,143,143,134,5,5,5
144,29,5,power|deni|polici|now|call|#renewableenergi|rwnj|dear|ceas|iss,884,2,144,144,144,144,144,144,144,13,2,2
145,29,5,blame|#sastorm|energi|#renew|link|danger|expe|sol|need|fact,886,4,145,145,145,145,145,145,145,145,145,4
146,30,5,thank|year|peopl|planet|expe|latest|hottest|dicaprio|ignor|rise,657,4,146,146,146,146,146,123,123,35,4,4
147,30,5,time|nation|talk|action|one|#coal|stop|interest|fossil|#lnp,1210,3,147,147,147,147,147,147,3,3,3,3
148,30,5,health|impact|#qanda|need|risk|polici|mitig|project|conserv|welfar,781,1,148,148,148,148,148,148,105,1,1,1
149,30,5,scientist|make|call|weather|storm|power|extrem|energi|renew|thing,1288,5,149,149,149,149,149,149,134,5,5,5
150,30,5,new|pari|world|believ|agreement|ratifi|india|fight|now|effect,1063,39,150,150,150,150,150,39,39,39,39,39
151,31,5,debat|one|govern|peopl|need|impact|nation|#qldpol|carbon|#wapol,2456,3,151,151,151,151,151,151,3,3,3,3
152,31,5,scienc|explain|great|#lnp|thank|govt|latest|newspap|sink|reef,636,4,152,152,152,152,152,152,152,35,4,4
153,31,5,time|new|year|back|#greatbarrierreef|news|talk|big|record|agenda,1163,1,153,153,153,153,153,153,153,1,1,1
154,31,5,scientist|chief|sciencesplain|video|enjoy|first|world|warn|aicl|poltician,436,2,154,154,154,154,154,154,154,154,2,2
155,31,5,robe|malcolm|finkel|alan|real|singl|scientist|proof|calmli|chief,307,5,155,155,155,155,155,155,155,109,5,5
156,32,5,new|financi|impact|next|fisher|hit|pari|one|news|era,958,4,156,156,156,156,156,156,156,17,4,4
157,32,5,reef|great|extrem|alan|fire|chang|jone|barrier|day|hoax,677,3,157,157,157,157,157,157,3,3,3,3
158,32,5,director|ignor|face|compani|penalti|risk|believ|sta|clinton|final,385,24,158,158,158,158,158,158,158,158,24,24
159,32,5,watch|doc|leonardo|warn|#beforetheflood|peopl|nation|dicaprio|coal|action,1507,1,159,159,159,159,159,159,159,1,1,1
160,32,5,world|repo|need|tackl|stop|time|make|thank|latest|year,1472,5,160,160,160,160,160,160,160,5,5,5
161,33,5,#qanda|right|believ|new|need|ipa|energi|one|marriag|call,1148,3,161,161,161,161,161,161,3,3,3,3
162,33,5,world|finger|middl|planet|great|klein|rais|action|naomi|impact,1425,2,162,162,162,162,162,162,162,51,2,2
163,33,5,ignor|risk|make|thank|compani|director|wors|man|end|held,860,24,163,163,163,163,163,163,158,158,24,24
164,33,5,left|moment|pari|watch|#electionnight|agreement|now|time|#parisagr|homophob,799,39,164,164,164,164,164,164,39,39,39,39
165,33,5,robe|malcolm|peopl|csiro|vote|bom|nation|evid|senat|deni,766,5,165,165,165,165,165,165,109,109,5,5
166,34,5,denier|donald|bolt|sheridan|deni|polit|scientist|victori|contradict|excit,685,4,166,166,166,166,166,166,166,166,4,4
167,34,5,senat|nation|today|chines|#tr|barri|#scienc|right|#qanda|man,476,5,167,167,167,167,167,167,167,167,5,5
168,34,5,pari|ratifi|agreement|govern|time|#parisagr|serio|storm|amend|action,760,39,168,168,168,168,168,39,39,39,39,39
169,34,5,presid|believ|one|impact|peopl|fight|iss|make|stop|malcolm,1389,3,169,169,169,169,169,169,3,3,3,3
170,34,5,world|elect|now|new|need|china|year|deal|state|action,1689,1,170,170,170,170,170,170,170,1,1,1
171,35,5,believ|donald|scientist|peopl|die|threat|one|million|stop|sta,1021,3,171,171,171,171,171,171,3,3,3,3
172,35,5,time|world|govern|side|scienc|denier|lenor|kid|voic|taylor,1079,4,172,172,172,172,172,172,172,4,4,4
173,35,5,need|polici|abbott|emiss|risk|talk|impact|health|address|strong,1599,1,173,173,173,173,173,148,105,1,1,1
174,35,5,action|rank|worst|develop|new|year|fight|storm|end|perform,733,2,174,174,174,174,174,174,174,174,2,2
175,35,5,china|hoax|chomski|noam|invent|#tr|news|chines|exacerb|catastroph,565,5,175,175,175,175,175,175,175,175,5,5
176,36,5,debat|senat|one|theori|nation|disp|set|threat|#greatbarrierreef|fire,586,1,176,176,176,176,176,176,120,1,1,1
177,36,5,arctic|ice|scienc|melt|scientist|trigger|level|fight|expe|sea,902,5,177,177,177,177,177,177,177,5,5,5
178,36,5,reef|hanson|deni|need|real|year|impact|next|thank|great,1047,3,178,178,178,178,178,178,3,3,3,3
179,36,5,time|new|eah|talk|action|donald|#tr|now|challeng|research,1867,2,179,179,179,179,179,179,179,135,2,2
180,36,5,robe|malcolm|stop|chang|day|green|kill|tin|foil|land,595,4,180,180,180,180,180,180,180,180,4,4
181,37,5,world|scientist|affect|latest|thank|news|wine|stop|cost|drink,943,5,181,181,181,181,181,181,160,5,5,5
182,37,5,farmer|govern|demand|coalit|believ|livelihood|concern|repres|politician|reveal,709,2,182,182,182,182,182,182,182,182,182,2
183,37,5,#adani|#qldpol|denial|simpl|#coal|state|scienc|billion|committe|breitba,434,4,183,183,183,183,183,183,183,183,4,4
184,37,5,new|action|need|impact|#greatbarrierreef|now|time|ignor|respons|bleach,1433,3,184,184,184,184,184,22,3,3,3,3
185,37,5,govt|peopl|carbon|ref|militari|coal|heat|stir|real|fight,1478,1,185,185,185,185,185,185,139,1,1,1
186,38,5,time|hey|tip|right|poll|latest|address|threat|thank|#essenti,558,5,186,186,186,186,186,186,21,5,5,5
187,38,5,make|stop|real|eah|ref|mislead|brink|deficit|pariah|video,562,3,187,187,187,187,187,187,187,3,3,3
188,38,5,believ|#qldpol|coal|now|#scienc|new|#adani|carbon|impact|thing,1920,39,188,188,188,188,188,188,188,39,39,39
189,38,5,action|pai|liber|lack|wife|powerbrok|minor|vocal|lead|govt,692,2,189,189,189,189,189,189,189,19,2,2
190,38,5,polici|malcolm|need|emiss|meet|show|review|pari|credibl|talk,1265,1,190,190,190,190,190,190,105,1,1,1
191,39,5,polici|need|govern|denier|now|great|year|ice|#scienc|govt,1534,1,191,191,191,191,191,191,191,1,1,1
192,39,5,energi|fight|bill|stop|gate|woh|billion|investor|latest|make,1034,5,192,192,192,192,192,192,192,5,5,5
193,39,5,scientist|real|world|peopl|eah|depa|grail|holi|scienc|donald,1257,3,193,193,193,193,193,193,3,3,3,3
194,39,5,trap|idiot|netherworld|greg|jericho|iss|polit|talk|contin|write,354,4,194,194,194,194,194,194,194,194,194,4
195,39,5,action|new|pai|liber|lack|wife|powerbrok|one|believ|nation,820,2,195,195,195,195,189,189,189,19,2,2
196,40,5,year|#scienc|#wapol|#qldpol|weather|need|denier|believ|#coal|extrem,1236,1,196,196,196,196,196,196,191,1,1,1
197,40,5,latest|thank|peopl|india|china|govern|lead|#tr|risk|view,712,4,197,197,197,197,197,197,197,35,4,4
198,40,5,scientist|action|ice|show|govt|arctic|emiss|coal|make|chang,1707,5,198,198,198,198,198,198,198,5,5,5
199,40,5,pai|deni|big|polici|role|play|hottest|talk|destr|incl,477,2,199,199,199,199,199,199,199,199,2,2
200,40,5,new|world|one|denial|time|join|now|nation|order|senat,860,3,200,200,200,200,200,200,3,3,3,3
201,41,5,condemn|time|weather|now|extrem|link|scientist|green|media|delay,274,5,201,201,201,201,201,134,134,5,5,5
202,41,5,year|#qldpol|#wapol|stori|#scienc|scienc|news|thing|tax|effect,334,1,202,202,202,202,202,202,191,1,1,1
203,41,5,action|heat|coal|realiti|wave|activ|nsw|hit|irrespons|sheer,157,2,203,203,203,203,203,203,203,203,2,2
204,41,5,thank|latest|one|world|warn|jellyfish|#renew|#solar|fight|fact,356,3,204,204,204,204,204,204,204,204,3,3
205,41,5,good|work|power|evid|bird|great|real|sooner|drive|migrat,384,4,205,205,205,205,205,205,205,205,4,4
